ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,CITY,STATE,COUNTRY,TERRITORY,LATITUDE,LONGITUDE,DISCOUNT_PERCENTAGE
10215,46,45.28,1,2082.88,2004-01-29,Shipped,1,1,2004,Vintage Cars,50,S18_4668,West Coast Collectables Co.,13105553722.0,Burbank,CA,USA,,34.1812089,-118.307201,9.44
10229,39,40.25,14,1569.75,2004-03-11,Shipped,1,3,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,19.5
10245,45,59.87,7,2694.15,2004-05-04,Shipped,2,5,2004,Vintage Cars,50,S18_4668,Super Scale Inc.,12035559545.0,New Haven,CT,USA,,41.3082138,-72.9250518,-19.74
10258,21,59.87,4,1257.27,2004-06-15,Shipped,2,6,2004,Vintage Cars,50,S18_4668,"Tokyo Collectables, Ltd",81335840555.0,Minato-ku,Tokyo,Japan,,35.6580089,139.7515137,-19.74
10270,44,58.36,7,2567.84,2004-07-19,Shipped,3,7,2004,Vintage Cars,50,S18_4668,Souveniers And Things Co.,61294958555.0,Chatswood,NSW,Australia,,-33.7967377,151.1814306,-16.72
10281,44,59.87,14,2634.28,2004-08-19,Shipped,3,8,2004,Vintage Cars,50,S18_4668,Diecast Classics Inc.,12155551555.0,Allentown,PA,USA,,40.6022552,-75.4716115,-19.74
10291,29,51.82,9,1502.78,2004-09-08,Shipped,3,9,2004,Vintage Cars,50,S18_4668,Scandinavian Gift Ideas,46695346555.0,Boras,,Sweden,,57.7210839,12.9407407,-3.64
10304,34,49.3,4,1676.2,2004-10-11,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Auto Assoc. & Cie.,33130598555.0,Versailles,,France,,48.8035403,2.1266886,1.4
10312,39,56.85,1,2217.15,2004-10-21,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,-13.7
10324,38,100.0,6,6832.02,2004-11-05,Shipped,4,11,2004,Vintage Cars,50,S18_4668,Vitachrome Inc.,12125551500.0,NYC,NY,USA,,40.7127281,-74.0060152,-100.0
10333,24,79.86,8,1916.64,2004-11-18,Shipped,4,11,2004,Vintage Cars,50,S18_4668,Mini Wheels Co.,16505555787.0,San Francisco,CA,USA,,37.7879363,-122.4075201,-59.72
10348,29,100.0,6,7110.8,2004-11-01,Shipped,4,11,2004,Vintage Cars,50,S18_4668,"Corrida Auto Replicas, Ltd",34915552282.0,Madrid,,Spain,,40.416782,-3.703507,-100.0
10358,30,100.0,8,5302.8,2004-12-10,Shipped,4,12,2004,Vintage Cars,50,S18_4668,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-100.0
10370,20,100.0,2,2730.0,2005-01-20,Shipped,1,1,2005,Vintage Cars,50,S18_4668,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,-100.0
10382,39,100.0,2,7827.3,2005-02-17,Shipped,1,2,2005,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,-100.0
10411,35,59.87,7,2095.45,2005-05-01,Shipped,2,5,2005,Vintage Cars,50,S18_4668,Quebec Home Shopping Network,15145558054.0,Montreal,Quebec,Canada,,45.5031824,-73.5698065,-19.74
10424,26,59.87,4,1556.62,2005-05-31,In Process,2,5,2005,Vintage Cars,50,S18_4668,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-19.74
10108,44,100.0,11,5565.12,2003-03-03,Shipped,1,3,2003,Classic Cars,148,S18_4721,Cruz & Sons Co.,6325553587.0,Makati City,,Philippines,,14.5567949,121.0211226,32.43
10122,28,100.0,15,3583.16,2003-05-08,Shipped,2,5,2003,Classic Cars,148,S18_4721,Marseille Mini Autos,33491244555.0,Marseille,,France,,43.2961743,5.3699525,32.43
10135,31,100.0,12,4705.18,2003-07-02,Shipped,3,7,2003,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,32.43
10146,29,100.0,1,4444.54,2003-09-03,Shipped,3,9,2003,Classic Cars,148,S18_4721,Gift Ideas Corp.,12035554407.0,Glendale,CT,USA,,41.2607273,-72.8465717,32.43
10159,32,100.0,7,4618.88,2003-10-10,Shipped,4,10,2003,Classic Cars,148,S18_4721,Corporate Gift Ideas Co.,16505551386.0,San Francisco,CA,USA,,37.7879363,-122.4075201,32.43
10169,33,100.0,7,4910.4,2003-11-04,Shipped,4,11,2003,Classic Cars,148,S18_4721,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,32.43
10180,44,100.0,2,5565.12,2003-11-11,Shipped,4,11,2003,Classic Cars,148,S18_4721,Daedalus Designs Imports,33320161555.0,Lille,,France,,50.6365654,3.0635282,32.43
10191,32,100.0,8,4237.76,2003-11-20,Shipped,4,11,2003,Classic Cars,148,S18_4721,"Toms Spezialitten, Ltd",492215554327.0,Koln,,Germany,,50.938361,6.959974,32.43
10211,41,100.0,7,5673.58,2004-01-15,Shipped,1,1,2004,Classic Cars,148,S18_4721,Auto Canal Petit,33147556555.0,Paris,,France,,48.8534951,2.3483915,32.43
10225,35,100.0,14,5260.15,2004-02-22,Shipped,1,2,2004,Classic Cars,148,S18_4721,"Vida Sport, Ltd",41897034555.0,Geneva,,Switzerland,,46.2017559,6.1466014,32.43
10238,44,100.0,8,6350.96,2004-04-09,Shipped,2,4,2004,Classic Cars,148,S18_4721,Danish Wholesale Imports,453531123555.0,Kobenhavn,,Denmark,,55.6867243,12.5700724,32.43
10252,26,100.0,4,3559.4,2004-05-26,Shipped,2,5,2004,Classic Cars,148,S18_4721,Auto Canal Petit,33147556555.0,Paris,,France,,48.8534951,2.3483915,32.43
10264,20,100.0,2,2410.6,2004-06-30,Shipped,2,6,2004,Classic Cars,148,S18_4721,Gifts4AllAges.com,16175559555.0,Boston,MA,USA,,42.3588336,-71.0578303,32.43
10276,48,100.0,8,5713.92,2004-08-02,Shipped,3,8,2004,Classic Cars,148,S18_4721,Online Mini Collectables,16175557555.0,Brickhaven,MA,USA,,36.8329806,-76.1620209,32.43
10287,34,100.0,17,4300.32,2004-08-30,Shipped,3,8,2004,Classic Cars,148,S18_4721,"Vida Sport, Ltd",41897034555.0,Geneva,,Switzerland,,46.2017559,6.1466014,32.43
10299,49,100.0,2,7947.31,2004-09-30,Shipped,3,9,2004,Classic Cars,148,S18_4721,"Toys of Finland, Co.",358902248555.0,Helsinki,,Finland,,60.1666204,24.9435408,32.43
10310,40,100.0,15,5356.8,2004-10-16,Shipped,4,10,2004,Classic Cars,148,S18_4721,"Toms Spezialitten, Ltd",492215554327.0,Koln,,Germany,,50.938361,6.959974,32.43
10319,45,100.0,3,7901.1,2004-11-03,Shipped,4,11,2004,Classic Cars,148,S18_4721,Microscale Inc.,12125551957.0,NYC,NY,USA,,40.7127281,-74.0060152,32.43
10330,50,100.0,4,6101.0,2004-11-16,Shipped,4,11,2004,Classic Cars,148,S18_4721,Cruz & Sons Co.,6325553587.0,Makati City,,Philippines,,14.5567949,121.0211226,32.43
10342,38,100.0,11,6276.46,2004-11-24,Shipped,4,11,2004,Classic Cars,148,S18_4721,"Australian Collectors, Co.",61395204555.0,Melbourne,Victoria,Australia,,-37.8142454,144.9631732,32.43
10355,25,100.0,2,4203.5,2004-12-07,Shipped,4,12,2004,Classic Cars,148,S18_4721,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,32.43
10363,28,58.18,13,1629.04,2005-01-06,Shipped,1,1,2005,Classic Cars,148,S18_4721,Suominen Souveniers,35898045555.0,Espoo,,Finland,,60.2049651,24.6559808,60.69
10378,49,67.14,8,3289.86,2005-02-10,Shipped,1,2,2005,Classic Cars,148,S18_4721,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,54.64
10390,49,100.0,3,6862.94,2005-03-04,Shipped,1,3,2005,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,32.43
10110,42,61.29,9,2574.18,2003-03-18,Shipped,1,3,2003,Classic Cars,71,S18_4933,"AV Stores, Co.",441715551555.0,Manchester,,UK,,53.4794892,-2.2451148,13.68
10124,23,57.73,8,1327.79,2003-05-21,Shipped,2,5,2003,Classic Cars,71,S18_4933,Signal Gift Stores,17025551838.0,Las Vegas,NV,USA,,36.1674263,-115.1484131,18.69
10148,29,81.25,2,2356.25,2003-09-11,Shipped,3,9,2003,Classic Cars,71,S18_4933,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,-14.44
10161,25,80.54,1,2013.5,2003-10-17,Shipped,4,10,2003,Classic Cars,71,S18_4933,Heintze Collectables,4586213555.0,Aarhus,,Denmark,,56.1496278,10.2134046,-13.44
10173,39,71.98,15,2807.22,2003-11-05,Shipped,4,11,2003,Classic Cars,71,S18_4933,Rovelli Gifts,3903535640555.0,Bergamo,,Italy,,45.7566557,9.7542192,-1.38
10182,44,69.84,12,3072.96,2003-11-12,Shipped,4,11,2003,Classic Cars,71,S18_4933,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,1.63
10193,25,76.26,16,1906.5,2003-11-21,Shipped,4,11,2003,Classic Cars,71,S18_4933,"Australian Collectables, Ltd",6161938446555.0,Glen Waverley,Victoria,Australia,,-37.8796677,145.1629162,-7.41
10204,45,76.26,6,3431.7,2003-12-02,Shipped,4,12,2003,Classic Cars,71,S18_4933,Muscle Machine Inc,12125557413.0,NYC,NY,USA,,40.7127281,-74.0060152,-7.41
10213,25,83.39,2,2084.75,2004-01-22,Shipped,1,1,2004,Classic Cars,71,S18_4933,"Double Decker Gift Stores, Ltd",441715557555.0,London,,UK,,51.5074456,-0.1277653,-17.45
10227,37,57.73,12,2136.01,2004-03-02,Shipped,1,3,2004,Classic Cars,71,S18_4933,"Saveley & Henriot, Co.",33478325555.0,Lyon,,France,,45.7578137,4.8320114,18.69
10241,30,66.99,4,2009.7,2004-04-13,Shipped,2,4,2004,Classic Cars,71,S18_4933,Mini Caravy,33388601555.0,Strasbourg,,France,,48.584614,7.7507127,5.65
10267,36,75.55,1,2719.8,2004-07-07,Shipped,3,7,2004,Classic Cars,71,S18_4933,Muscle Machine Inc,12125557413.0,NYC,NY,USA,,40.7127281,-74.0060152,-6.41
10279,26,60.58,1,1575.08,2004-08-09,Shipped,3,8,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,14.68
10288,23,73.41,7,1688.43,2004-09-01,Shipped,3,9,2004,Classic Cars,71,S18_4933,Handji Gifts& Co,,Singapore,,Singapore,,1.357107,103.8194992,-3.39
10302,23,72.7,3,1672.1,2003-10-06,Shipped,4,10,2003,Classic Cars,71,S18_4933,"UK Collectables, Ltd.",441715552282.0,Liverpool,,UK,,53.4071991,-2.99168,-2.39
10311,25,66.99,2,1674.75,2004-10-16,Shipped,4,10,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,5.65
10332,21,100.0,3,3472.98,2004-11-17,Shipped,4,11,2004,Classic Cars,71,S18_4933,"AV Stores, Co.",441715551555.0,Manchester,,UK,,53.4794892,-2.2451148,-40.85
10344,26,63.43,5,1649.18,2004-11-25,Shipped,4,11,2004,Classic Cars,71,S18_4933,Marseille Mini Autos,33491244555.0,Marseille,,France,,43.2961743,5.3699525,10.66
10367,44,85.25,9,3751.0,2005-01-12,Resolved,1,1,2005,Classic Cars,71,S18_4933,Toys4GrownUps.com,16265557265.0,Pasadena,CA,USA,,34.1476507,-118.144155,-20.07
10380,24,100.0,2,4536.0,2005-02-16,Shipped,1,2,2005,Classic Cars,71,S18_4933,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-40.85
10407,66,66.99,4,4421.34,2005-04-22,On Hold,2,4,2005,Classic Cars,71,S18_4933,The Sharp Gifts Warehouse,14085553659.0,San Jose,CA,USA,,37.3361663,-121.890591,5.65
10420,36,57.73,7,2078.28,2005-05-29,In Process,2,5,2005,Classic Cars,71,S18_4933,Souveniers And Things Co.,61294958555.0,Chatswood,NSW,Australia,,-33.7967377,151.1814306,18.69
10110,36,85.25,13,3069.0,2003-03-18,Shipped,1,3,2003,Classic Cars,73,S24_1046,"AV Stores, Co.",441715551555.0,Manchester,,UK,,53.4794892,-2.2451148,-16.78
10124,22,77.9,12,1713.8,2003-05-21,Shipped,2,5,2003,Classic Cars,73,S24_1046,Signal Gift Stores,17025551838.0,Las Vegas,NV,USA,,36.1674263,-115.1484131,-6.71
10148,25,60.26,6,1506.5,2003-09-11,Shipped,3,9,2003,Classic Cars,73,S24_1046,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,17.45
10161,37,72.76,5,2692.12,2003-10-17,Shipped,4,10,2003,Classic Cars,73,S24_1046,Heintze Collectables,4586213555.0,Aarhus,,Denmark,,56.1496278,10.2134046,0.33
10172,32,75.69,3,2422.08,2003-11-05,Shipped,4,11,2003,Classic Cars,73,S24_1046,Gift Depot Inc.,12035552570.0,Bridgewater,CT,USA,,41.5350949,-73.3662305,-3.68
10182,47,74.22,16,3488.34,2003-11-12,Shipped,4,11,2003,Classic Cars,73,S24_1046,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,-1.67
10192,37,69.82,4,2583.34,2003-11-20,Shipped,4,11,2003,Classic Cars,73,S24_1046,Online Diecast Creations Co.,16035558647.0,Nashua,NH,USA,,42.7656251,-71.4677032,4.36
10204,20,62.47,10,1249.4,2003-12-02,Shipped,4,12,2003,Classic Cars,73,S24_1046,Muscle Machine Inc,12125557413.0,NYC,NY,USA,,40.7127281,-74.0060152,14.42
10212,41,82.31,3,3374.71,2004-01-16,Shipped,1,1,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-12.75
10226,21,60.26,1,1265.46,2004-02-26,Shipped,1,2,2004,Classic Cars,73,S24_1046,Collectable Mini Designs Co.,17605558146.0,San Diego,CA,USA,,32.7174202,-117.162772,17.45
10241,22,76.43,8,1681.46,2004-04-13,Shipped,2,4,2004,Classic Cars,73,S24_1046,Mini Caravy,33388601555.0,Strasbourg,,France,,48.584614,7.7507127,-4.7
10267,40,80.1,5,3204.0,2004-07-07,Shipped,3,7,2004,Classic Cars,73,S24_1046,Muscle Machine Inc,12125557413.0,NYC,NY,USA,,40.7127281,-74.0060152,-9.73
10279,32,74.96,5,2398.72,2004-08-09,Shipped,3,8,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-2.68
10288,36,66.14,11,2381.04,2004-09-01,Shipped,3,9,2004,Classic Cars,73,S24_1046,Handji Gifts& Co,,Singapore,,Singapore,,1.357107,103.8194992,9.4
10301,27,72.02,1,1944.54,2003-10-05,Shipped,4,10,2003,Classic Cars,73,S24_1046,"Norway Gifts By Mail, Co.",4722121555.0,Oslo,,Norway,,59.9133301,10.7389701,1.34
10311,26,87.45,6,2273.7,2004-10-16,Shipped,4,10,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-19.79
10321,30,70.55,3,2116.5,2004-11-04,Shipped,4,11,2004,Classic Cars,73,S24_1046,FunGiftIdeas.com,15085552555.0,New Bedford,MA,USA,,41.6362152,-70.934205,3.36
10332,23,56.84,4,1307.32,2004-11-17,Shipped,4,11,2004,Classic Cars,73,S24_1046,"AV Stores, Co.",441715551555.0,Manchester,,UK,,53.4794892,-2.2451148,22.14
10344,29,59.53,7,1726.37,2004-11-25,Shipped,4,11,2004,Classic Cars,73,S24_1046,Marseille Mini Autos,33491244555.0,Marseille,,France,,43.2961743,5.3699525,18.45
10367,21,60.37,10,1267.77,2005-01-12,Resolved,1,1,2005,Classic Cars,73,S24_1046,Toys4GrownUps.com,16265557265.0,Pasadena,CA,USA,,34.1476507,-118.144155,17.3
10380,34,100.0,3,3441.82,2005-02-16,Shipped,1,2,2005,Classic Cars,73,S24_1046,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-36.99
10407,26,76.43,8,1987.18,2005-04-22,On Hold,2,4,2005,Classic Cars,73,S24_1046,The Sharp Gifts Warehouse,14085553659.0,San Jose,CA,USA,,37.3361663,-121.890591,-4.7
10420,60,64.67,11,3880.2,2005-05-29,In Process,2,5,2005,Classic Cars,73,S24_1046,Souveniers And Things Co.,61294958555.0,Chatswood,NSW,Australia,,-33.7967377,151.1814306,11.41
10104,35,55.49,6,1942.15,2003-01-31,Shipped,1,1,2003,Classic Cars,57,S24_1444,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,2.65
10115,47,69.36,2,3259.92,2003-04-04,Shipped,2,4,2003,Classic Cars,57,S24_1444,Classic Legends Inc.,12125558493.0,NYC,NY,USA,,40.7127281,-74.0060152,-21.68
10127,20,60.69,8,1213.8,2003-06-03,Shipped,2,6,2003,Classic Cars,57,S24_1444,Muscle Machine Inc,12125557413.0,NYC,NY,USA,,40.7127281,-74.0060152,-6.47
10141,20,54.33,2,1086.6,2003-08-01,Shipped,3,8,2003,Classic Cars,57,S24_1444,Suominen Souveniers,35898045555.0,Espoo,,Finland,,60.2049651,24.6559808,4.68
10152,25,65.31,4,1632.75,2003-09-25,Shipped,3,9,2003,Classic Cars,57,S24_1444,"Australian Gift Network, Co",6161738446555.0,South Brisbane,Queensland,Australia,,-27.479264,153.0200774,-14.58
10165,25,69.36,9,1734.0,2003-10-22,Shipped,4,10,2003,Classic Cars,57,S24_1444,"Dragon Souveniers, Ltd.",,Singapore,,Singapore,,1.357107,103.8194992,-21.68
10176,27,68.78,8,1857.06,2003-11-06,Shipped,4,11,2003,Classic Cars,57,S24_1444,L'ordine Souveniers,39522556555.0,Reggio Emilia,,Italy,,44.6086674,10.5940667,-20.67
10184,31,60.11,3,1863.41,2003-11-14,Shipped,4,11,2003,Classic Cars,57,S24_1444,"Iberia Gift Imports, Corp.",34955558282.0,Sevilla,,Spain,,37.3886303,-5.9953403,-5.46
10195,44,66.47,3,2924.68,2003-11-25,Shipped,4,11,2003,Classic Cars,57,S24_1444,Mini Classics,19145554562.0,White Plains,NY,USA,,41.0339862,-73.7629097,-16.61
10207,49,46.82,4,2294.18,2003-12-09,Shipped,4,12,2003,Classic Cars,57,S24_1444,Diecast Collectables,16175552555.0,Boston,MA,USA,,42.3588336,-71.0578303,17.86
10220,26,56.07,8,1457.82,2004-02-12,Shipped,1,2,2004,Classic Cars,57,S24_1444,"Clover Collections, Co.",35318621555.0,Dublin,,Ireland,,53.3493795,-6.2605593,1.63
10230,36,54.33,6,1955.88,2004-03-15,Shipped,1,3,2004,Classic Cars,57,S24_1444,"Blauer See Auto, Co.",496966902555.0,Frankfurt,,Germany,,50.1106444,8.6820917,4.68
10246,44,52.6,2,2314.4,2004-05-05,Shipped,2,5,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,7.72
10259,28,46.82,1,1310.96,2004-06-15,Shipped,2,6,2004,Classic Cars,57,S24_1444,Handji Gifts& Co,,Singapore,,Singapore,,1.357107,103.8194992,17.86
10271,45,64.74,2,2913.3,2004-07-20,Shipped,3,7,2004,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,-13.58
10282,29,46.82,11,1357.78,2004-08-20,Shipped,3,8,2004,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,17.86
10292,40,53.75,5,2150.0,2004-09-08,Shipped,3,9,2004,Classic Cars,57,S24_1444,Land of Toys Inc.,12125557818.0,NYC,NY,USA,,40.7127281,-74.0060152,5.7
10305,45,61.85,2,2783.25,2004-10-13,Shipped,4,10,2004,Classic Cars,57,S24_1444,Marta's Replicas Co.,16175558555.0,Cambridge,MA,USA,,42.3656347,-71.1040018,-8.51
10314,44,53.18,11,2339.92,2004-10-22,Shipped,4,10,2004,Classic Cars,57,S24_1444,Heintze Collectables,4586213555.0,Aarhus,,Denmark,,56.1496278,10.2134046,6.7
10324,25,69.16,14,1729.0,2004-11-05,Shipped,4,11,2004,Classic Cars,57,S24_1444,Vitachrome Inc.,12125551500.0,NYC,NY,USA,,40.7127281,-74.0060152,-21.33
10336,45,100.0,4,5972.4,2004-11-20,Shipped,4,11,2004,Classic Cars,57,S24_1444,"La Corne D'abondance, Co.",33142342555.0,Paris,,France,,48.8534951,2.3483915,-75.44
10349,48,47.4,4,2275.2,2004-12-01,Shipped,4,12,2004,Classic Cars,57,S24_1444,Muscle Machine Inc,12125557413.0,NYC,NY,USA,,40.7127281,-74.0060152,16.84
10358,44,60.76,14,2673.44,2004-12-10,Shipped,4,12,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-6.6
10371,25,97.27,12,2431.75,2005-01-23,Shipped,1,1,2005,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,-70.65
10383,22,91.76,2,2018.72,2005-02-22,Shipped,1,2,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-60.98
10394,31,50.29,2,1558.99,2005-03-15,Shipped,1,3,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,11.77
10412,21,52.6,2,1104.6,2005-05-03,Shipped,2,5,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,7.72
10425,55,46.82,1,2575.1,2005-05-31,In Process,2,5,2005,Classic Cars,57,S24_1444,La Rochelle Gifts,33240678555.0,Nantes,,France,,47.2186371,-1.5541362,17.86
10107,25,100.0,3,2845.75,2003-02-24,Shipped,1,2,2003,Motorcycles,112,S24_1578,Land of Toys Inc.,12125557818.0,NYC,NY,USA,,40.7127281,-74.0060152,10.71
10120,35,98.05,1,3431.75,2003-04-29,Shipped,2,4,2003,Motorcycles,112,S24_1578,"Australian Collectors, Co.",61395204555.0,Melbourne,Victoria,Australia,,-37.8142454,144.9631732,12.46
10134,35,93.54,3,3273.9,2003-07-01,Shipped,3,7,2003,Motorcycles,112,S24_1578,Lyon Souveniers,33146627555.0,Paris,,France,,48.8534951,2.3483915,16.48
10145,43,95.8,7,4119.4,2003-08-25,Shipped,3,8,2003,Motorcycles,112,S24_1578,Toys4GrownUps.com,16265557265.0,Pasadena,CA,USA,,34.1476507,-118.144155,14.46
10159,44,100.0,15,5355.68,2003-10-10,Shipped,4,10,2003,Motorcycles,112,S24_1578,Corporate Gift Ideas Co.,16505551386.0,San Francisco,CA,USA,,37.7879363,-122.4075201,10.71
10168,50,100.0,2,5747.5,2003-10-28,Shipped,4,10,2003,Motorcycles,112,S24_1578,Technics Stores Inc.,16505556809.0,Burlingame,CA,USA,,37.5780965,-122.3473099,10.71
10180,48,100.0,10,5355.36,2003-11-11,Shipped,4,11,2003,Motorcycles,112,S24_1578,Daedalus Designs Imports,33320161555.0,Lille,,France,,50.6365654,3.0635282,10.71
10188,25,100.0,2,2535.75,2003-11-18,Shipped,4,11,2003,Motorcycles,112,S24_1578,Herkku Gifts,4722673215.0,Bergen,,Norway,,60.3943055,5.3259192,10.71
10201,39,100.0,3,4351.23,2003-12-01,Shipped,4,12,2003,Motorcycles,112,S24_1578,Mini Wheels Co.,16505555787.0,San Francisco,CA,USA,,37.7879363,-122.4075201,10.71
10211,25,90.16,15,2254.0,2004-01-15,Shipped,1,1,2004,Motorcycles,112,S24_1578,Auto Canal Petit,33147556555.0,Paris,,France,,48.8534951,2.3483915,19.5
10223,32,91.29,2,2921.28,2004-02-20,Shipped,1,2,2004,Motorcycles,112,S24_1578,"Australian Collectors, Co.",61395204555.0,Melbourne,Victoria,Australia,,-37.8142454,144.9631732,18.49
10237,20,100.0,8,2299.0,2004-04-05,Shipped,2,4,2004,Motorcycles,112,S24_1578,Vitachrome Inc.,12125551500.0,NYC,NY,USA,,40.7127281,-74.0060152,10.71
10251,26,100.0,3,2637.18,2004-05-18,Shipped,2,5,2004,Motorcycles,112,S24_1578,Tekni Collectables Inc.,12015559350.0,Newark,NJ,USA,,40.735657,-74.1723667,10.71
10263,42,100.0,3,4307.52,2004-06-28,Shipped,2,6,2004,Motorcycles,112,S24_1578,Gift Depot Inc.,12035552570.0,Bridgewater,CT,USA,,41.5350949,-73.3662305,10.71
10275,21,100.0,2,2153.76,2004-07-23,Shipped,3,7,2004,Motorcycles,112,S24_1578,La Rochelle Gifts,33240678555.0,Nantes,,France,,47.2186371,-1.5541362,10.71
10285,34,100.0,7,3716.88,2004-08-27,Shipped,3,8,2004,Motorcycles,112,S24_1578,Marta's Replicas Co.,16175558555.0,Cambridge,MA,USA,,42.3656347,-71.1040018,10.71
10299,47,100.0,10,5455.76,2004-09-30,Shipped,3,9,2004,Motorcycles,112,S24_1578,"Toys of Finland, Co.",358902248555.0,Helsinki,,Finland,,60.1666204,24.9435408,10.71
10309,21,100.0,6,2650.62,2004-10-15,Shipped,4,10,2004,Motorcycles,112,S24_1578,Baane Mini Imports,473307989555.0,Stavern,,Norway,,58.9983397,10.0360061,10.71
10318,48,100.0,2,6437.28,2004-11-02,Shipped,4,11,2004,Motorcycles,112,S24_1578,Diecast Classics Inc.,12155551555.0,Allentown,PA,USA,,40.6022552,-75.4716115,10.71
10329,30,87.78,7,2633.4,2004-11-15,Shipped,4,11,2004,Motorcycles,112,S24_1578,Land of Toys Inc.,12125557818.0,NYC,NY,USA,,40.7127281,-74.0060152,21.62
10339,27,84.39,10,2278.53,2004-11-23,Shipped,4,11,2004,Motorcycles,112,S24_1578,"Tokyo Collectables, Ltd",81335840555.0,Minato-ku,Tokyo,Japan,,35.6580089,139.7515137,24.65
10362,50,96.92,2,4846.0,2005-01-05,Shipped,1,1,2005,Motorcycles,112,S24_1578,Technics Stores Inc.,16505556809.0,Burlingame,CA,USA,,37.5780965,-122.3473099,13.46
10374,38,100.0,6,4197.1,2005-02-02,Shipped,1,2,2005,Motorcycles,112,S24_1578,"Australian Gift Network, Co",6161738446555.0,South Brisbane,Queensland,Australia,,-27.479264,153.0200774,10.71
10389,45,100.0,1,4597.65,2005-03-03,Shipped,1,3,2005,Motorcycles,112,S24_1578,Scandinavian Gift Ideas,46695346555.0,Boras,,Sweden,,57.7210839,12.9407407,10.71
10403,46,100.0,8,5287.7,2005-04-08,Shipped,2,4,2005,Motorcycles,112,S24_1578,"UK Collectables, Ltd.",441715552282.0,Liverpool,,UK,,53.4071991,-2.99168,10.71
10417,35,100.0,3,3550.05,2005-05-13,Disputed,2,5,2005,Motorcycles,112,S24_1578,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,10.71
10110,29,59.37,15,1721.73,2003-03-18,Shipped,1,3,2003,Classic Cars,50,S24_1628,"AV Stores, Co.",441715551555.0,Manchester,,UK,,53.4794892,-2.2451148,-18.74
